Age,Attrition,BusinessTravel,Department,EmployeeNumber,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction
40,Yes,Non-Travel,Sales,47194,Male,96,3,4,Manager,4
58,Yes,Travel_Frequently,Software,47195,Female,137,3,5,Sales Representative,4
30,No,Travel_Frequently,Sales,47196,Female,190,2,2,Manager,3
40,No,Travel_Rarely,Software,47197,Male,198,3,1,Manager,2
28,Yes,Non-Travel,Support,47198,Female,46,1,2,Sales Executive,4
47,No,Non-Travel,Sales,47199,Female,186,1,4,Manager,4
40,No,Non-Travel,Support,47200,Male,200,3,1,Healthcare Representative,4
57,No,Non-Travel,Human Resources,47201,Male,170,1,5,Developer,4
54,Yes,Travel_Rarely,Human Resources,47202,Male,136,3,1,Manager,3
47,Yes,Travel_Rarely,Sales,47203,Female,65,3,2,Sales Executive,3
53,No,Travel_Frequently,Hardware,47204,Male,87,2,1,Healthcare Representative,1
52,No,Travel_Frequently,Software,47205,Female,120,4,2,Manager,3
57,No,Travel_Frequently,Software,47206,Male,97,1,1,Manufacturing Director,4
43,Yes,Travel_Rarely,Hardware,47207,Female,184,1,5,Sales Representative,4
32,Yes,Travel_Rarely,Hardware,47208,Female,195,1,4,Research Scientist,4
28,No,Non-Travel,Sales,47209,Female,41,2,5,Developer,1
45,Yes,Non-Travel,Support,47210,Male,127,3,2,Human Resources,2
53,No,Travel_Frequently,Human Resources,47211,Female,110,4,5,Manufacturing Director,1
49,No,Travel_Frequently,Hardware,47212,Female,30,4,2,Sales Executive,4
48,No,Travel_Rarely,Sales,47213,Male,80,2,1,Research Director,2
38,Yes,Non-Travel,Sales,47214,Male,47,2,3,Manager,4
20,Yes,Travel_Frequently,Software,47215,Male,154,3,1,Research Director,2
23,Yes,Non-Travel,Research & Development,47216,Female,185,4,3,Manager,3
26,No,Non-Travel,Support,47217,Male,189,3,3,Sales Representative,1
28,Yes,Non-Travel,Support,47218,Female,53,4,2,Research Director,3
49,No,Non-Travel,Human Resources,47219,Male,97,2,2,Human Resources,2
21,Yes,Travel_Frequently,Human Resources,47220,Male,196,2,1,Human Resources,2
38,No,Non-Travel,Research & Development,47221,Male,150,2,3,Sales Executive,1
27,Yes,Non-Travel,Sales,47222,Male,132,2,3,Developer,4
22,Yes,Non-Travel,Software,47223,Female,180,2,3,Laboratory Technician,2
21,No,Travel_Rarely,Software,47224,Female,34,3,2,Developer,4
46,Yes,Travel_Rarely,Support,47225,Male,164,4,2,Manufacturing Director,1
49,No,Non-Travel,Human Resources,47226,Male,39,1,4,Developer,4
36,No,Travel_Frequently,Sales,47227,Female,87,1,5,Laboratory Technician,2
19,No,Travel_Frequently,Research & Development,47228,Female,110,3,5,Laboratory Technician,3
18,Yes,Non-Travel,Research & Development,47229,Male,107,1,3,Laboratory Technician,1
55,Yes,Non-Travel,Software,47230,Male,172,1,1,Manufacturing Director,1
30,Yes,Non-Travel,Human Resources,47231,Female,195,1,5,Research Scientist,2
27,Yes,Travel_Rarely,Support,47232,Female,109,2,4,Human Resources,3
57,No,Travel_Frequently,Hardware,47233,Male,32,4,4,Laboratory Technician,2
34,No,Travel_Rarely,Software,47234,Female,95,4,1,Healthcare Representative,2
31,No,Travel_Frequently,Human Resources,47235,Female,123,2,4,Laboratory Technician,3
32,Yes,Travel_Frequently,Hardware,47236,Male,104,2,5,Laboratory Technician,2
31,No,Travel_Rarely,Software,47237,Male,199,4,2,Manager,2
21,No,Travel_Frequently,Support,47238,Female,175,3,3,Research Scientist,2
23,No,Travel_Frequently,Software,47239,Female,73,3,3,Research Director,1
56,Yes,Travel_Frequently,Research & Development,47240,Male,169,1,4,Manager,2
23,Yes,Travel_Rarely,Software,47241,Female,120,4,4,Manufacturing Director,1
25,Yes,Travel_Frequently,Research & Development,47242,Female,200,2,2,Sales Representative,4
39,No,Travel_Frequently,Support,47243,Female,144,4,3,Research Scientist,4
51,No,Travel_Frequently,Software,47244,Female,32,2,2,Sales Representative,1
21,No,Travel_Rarely,Software,47245,Male,39,4,3,Human Resources,2
19,Yes,Travel_Rarely,Research & Development,47246,Female,74,3,1,Manufacturing Director,2
48,No,Travel_Frequently,Hardware,47247,Female,53,4,4,Developer,2
28,Yes,Travel_Rarely,Research & Development,47248,Female,140,3,3,Manager,1
52,Yes,Travel_Rarely,Software,47249,Male,70,1,4,Laboratory Technician,1
28,Yes,Non-Travel,Research & Development,47250,Female,51,4,3,Manufacturing Director,2
32,Yes,Travel_Rarely,Research & Development,47251,Male,71,3,2,Human Resources,3
51,No,Travel_Rarely,Human Resources,47252,Female,37,1,5,Laboratory Technician,1
22,Yes,Non-Travel,Software,47253,Male,51,2,3,Healthcare Representative,1
50,No,Travel_Frequently,Software,47254,Male,158,3,2,Human Resources,1
21,Yes,Travel_Rarely,Research & Development,47255,Male,142,3,2,Research Scientist,4
50,No,Non-Travel,Sales,47256,Male,194,1,2,Sales Executive,2
36,Yes,Travel_Frequently,Research & Development,47257,Male,130,3,3,Human Resources,2
37,Yes,Travel_Frequently,Sales,47258,Female,167,3,5,Sales Executive,3
60,Yes,Travel_Rarely,Research & Development,47259,Female,60,2,2,Sales Executive,2
52,Yes,Travel_Rarely,Sales,47260,Male,127,2,5,Research Scientist,1
52,Yes,Non-Travel,Hardware,47261,Female,195,3,5,Manufacturing Director,3
53,No,Travel_Frequently,Sales,47262,Female,130,2,3,Developer,2
54,Yes,Travel_Rarely,Human Resources,47263,Female,30,3,3,Research Director,4
52,Yes,Travel_Rarely,Sales,47264,Female,152,2,3,Human Resources,1
52,No,Travel_Frequently,Hardware,47265,Female,33,2,2,Healthcare Representative,2
58,Yes,Travel_Frequently,Human Resources,47266,Male,98,2,5,Developer,3
55,No,Travel_Frequently,Human Resources,47267,Female,80,1,5,Manufacturing Director,1
57,Yes,Travel_Rarely,Hardware,47268,Male,89,4,2,Research Director,3
52,No,Travel_Rarely,Research & Development,47269,Female,45,1,4,Research Scientist,2
49,Yes,Travel_Rarely,Sales,47270,Male,51,1,4,Manager,1
44,Yes,Travel_Frequently,Human Resources,47271,Female,198,1,5,Manufacturing Director,1
60,Yes,Travel_Frequently,Support,47272,Female,85,3,1,Sales Executive,3
45,Yes,Non-Travel,Software,47273,Female,116,1,4,Manufacturing Director,3
36,No,Travel_Frequently,Research & Development,47274,Female,50,2,2,Healthcare Representative,2
24,Yes,Travel_Rarely,Support,47275,Male,166,3,5,Manager,3
26,No,Travel_Rarely,Human Resources,47276,Male,86,1,3,Research Director,1
32,Yes,Travel_Frequently,Software,47277,Male,78,2,4,Developer,3
35,Yes,Non-Travel,Research & Development,47278,Female,79,3,2,Manufacturing Director,3
39,Yes,Travel_Rarely,Sales,47279,Female,127,2,2,Research Scientist,4
53,No,Travel_Frequently,Hardware,47280,Female,56,1,1,Healthcare Representative,4
21,Yes,Travel_Rarely,Sales,47281,Female,34,2,4,Sales Representative,2
58,No,Non-Travel,Human Resources,47282,Female,112,1,4,Research Director,2
30,Yes,Travel_Rarely,Software,47283,Male,164,1,1,Research Director,2
35,Yes,Non-Travel,Support,47284,Female,58,3,3,Sales Executive,3
49,No,Travel_Rarely,Human Resources,47285,Female,48,2,5,Manager,2
49,Yes,Travel_Frequently,Research & Development,47286,Female,43,2,2,Research Director,4
45,Yes,Travel_Rarely,Hardware,47287,Male,92,2,4,Sales Representative,3
22,Yes,Travel_Rarely,Human Resources,47288,Female,35,2,1,Laboratory Technician,4
23,No,Non-Travel,Human Resources,47289,Male,44,2,3,Healthcare Representative,4
24,Yes,Travel_Frequently,Hardware,47290,Male,175,3,2,Sales Representative,3
37,Yes,Travel_Rarely,Software,47291,Female,156,4,5,Research Scientist,4
31,No,Non-Travel,Hardware,47292,Female,152,2,5,Research Director,3
18,No,Travel_Rarely,Hardware,47293,Male,93,3,5,Research Scientist,3
22,No,Travel_Rarely,Hardware,47294,Male,42,2,5,Healthcare Representative,1
48,Yes,Non-Travel,Support,47295,Female,49,2,2,Sales Executive,3
38,Yes,Travel_Frequently,Sales,47296,Female,153,1,5,Research Scientist,3
23,Yes,Travel_Frequently,Hardware,47297,Male,60,3,5,Laboratory Technician,1
58,No,Travel_Frequently,Hardware,47298,Male,183,3,3,Manufacturing Director,3
25,No,Travel_Frequently,Human Resources,47299,Male,36,4,4,Laboratory Technician,3
29,No,Non-Travel,Software,47300,Male,123,1,5,Manufacturing Director,4
33,No,Travel_Rarely,Software,47301,Female,143,2,4,Manager,1
51,Yes,Travel_Frequently,Support,47302,Female,190,1,1,Research Scientist,3
33,No,Travel_Frequently,Human Resources,47303,Male,63,2,2,Sales Representative,1
55,No,Non-Travel,Hardware,47304,Male,107,2,3,Manager,2
35,No,Travel_Rarely,Hardware,47305,Female,90,1,1,Human Resources,4
57,Yes,Travel_Rarely,Software,47306,Male,55,4,4,Manager,2
45,No,Non-Travel,Support,47307,Male,106,4,3,Research Director,3
48,No,Travel_Rarely,Research & Development,47308,Female,101,4,2,Research Director,4
40,Yes,Travel_Rarely,Hardware,47309,Male,172,1,1,Manufacturing Director,2
42,No,Non-Travel,Hardware,47310,Male,186,4,1,Sales Executive,4
51,Yes,Travel_Frequently,Support,47311,Male,53,3,2,Research Director,2
23,No,Non-Travel,Sales,47312,Male,98,4,5,Sales Executive,2
44,Yes,Travel_Rarely,Support,47313,Male,140,3,3,Manager,2
55,Yes,Travel_Frequently,Hardware,47314,Male,103,3,3,Developer,1
35,Yes,Non-Travel,Human Resources,47315,Male,136,4,1,Manufacturing Director,1
46,No,Non-Travel,Human Resources,47316,Female,167,1,2,Manager,1
38,Yes,Travel_Rarely,Support,47317,Male,113,1,3,Manager,4
23,Yes,Non-Travel,Support,47318,Male,82,4,4,Sales Executive,2
24,Yes,Travel_Rarely,Software,47319,Female,47,1,1,Laboratory Technician,1
32,Yes,Non-Travel,Hardware,47320,Female,65,3,2,Laboratory Technician,1
32,Yes,Travel_Frequently,Research & Development,47321,Male,135,2,2,Sales Representative,2
30,Yes,Travel_Rarely,Human Resources,47322,Male,101,1,5,Research Scientist,3
47,No,Travel_Frequently,Support,47323,Male,135,2,5,Healthcare Representative,1
28,Yes,Non-Travel,Research & Development,47324,Female,93,1,5,Manufacturing Director,3
49,Yes,Non-Travel,Software,47325,Male,118,3,5,Research Director,2
46,No,Travel_Rarely,Hardware,47326,Female,32,3,5,Healthcare Representative,3
27,No,Travel_Frequently,Support,47327,Female,98,3,1,Manager,1
37,No,Travel_Rarely,Hardware,47328,Male,106,4,1,Sales Representative,4
39,Yes,Travel_Rarely,Support,47329,Male,173,4,2,Laboratory Technician,4
56,No,Travel_Rarely,Research & Development,47330,Male,46,1,5,Sales Representative,1
21,Yes,Non-Travel,Hardware,47331,Male,93,2,2,Developer,3
22,Yes,Travel_Rarely,Human Resources,47332,Male,114,1,4,Healthcare Representative,4
20,Yes,Travel_Rarely,Support,47333,Female,126,3,1,Sales Executive,1
28,No,Travel_Frequently,Software,47334,Male,32,3,3,Sales Representative,1
48,Yes,Travel_Frequently,Software,47335,Male,196,1,2,Healthcare Representative,1
50,Yes,Travel_Frequently,Software,47336,Male,58,2,5,Research Director,4
60,Yes,Travel_Rarely,Research & Development,47337,Female,100,2,4,Manufacturing Director,2
21,No,Non-Travel,Software,47338,Female,82,2,5,Human Resources,4
53,Yes,Non-Travel,Sales,47339,Female,65,4,3,Manager,3
18,No,Non-Travel,Support,47340,Male,158,1,4,Human Resources,2
52,Yes,Travel_Frequently,Support,47341,Female,121,4,3,Laboratory Technician,4
39,No,Travel_Rarely,Hardware,47342,Male,174,3,3,Research Scientist,2
54,Yes,Non-Travel,Research & Development,47343,Male,186,3,5,Research Scientist,4
33,No,Non-Travel,Hardware,47344,Female,91,3,2,Manufacturing Director,2
60,Yes,Non-Travel,Hardware,47345,Female,103,2,3,Healthcare Representative,1
37,No,Travel_Rarely,Hardware,47346,Female,61,1,2,Sales Executive,1
41,No,Travel_Frequently,Hardware,47347,Female,89,1,3,Human Resources,3
30,No,Travel_Frequently,Software,47348,Male,102,4,3,Manufacturing Director,2
35,Yes,Travel_Frequently,Support,47349,Female,49,2,4,Research Director,2
56,No,Travel_Rarely,Hardware,47350,Female,55,3,2,Manager,4
58,No,Travel_Frequently,Hardware,47351,Male,192,4,5,Healthcare Representative,2
46,No,Non-Travel,Sales,47352,Male,108,3,4,Developer,3
47,Yes,Non-Travel,Support,47353,Female,120,2,5,Manufacturing Director,4
32,Yes,Travel_Rarely,Software,47354,Male,152,3,4,Manufacturing Director,3
40,Yes,Travel_Rarely,Software,47355,Male,99,3,3,Human Resources,1
32,Yes,Non-Travel,Sales,47356,Male,30,1,2,Manufacturing Director,3
20,Yes,Travel_Rarely,Hardware,47357,Female,71,2,4,Healthcare Representative,1
37,Yes,Travel_Frequently,Hardware,47358,Male,51,2,1,Sales Representative,4
48,No,Travel_Frequently,Sales,47359,Female,192,1,5,Manager,2
59,No,Travel_Rarely,Human Resources,47360,Female,179,4,2,Research Scientist,2
40,Yes,Non-Travel,Research & Development,47361,Female,88,3,5,Manufacturing Director,1
27,No,Travel_Rarely,Research & Development,47362,Male,66,4,1,Developer,4
35,No,Travel_Rarely,Human Resources,47363,Female,181,2,1,Healthcare Representative,3
25,Yes,Travel_Rarely,Software,47364,Male,142,4,5,Healthcare Representative,3
18,Yes,Non-Travel,Human Resources,47365,Female,136,4,4,Research Director,2
21,No,Travel_Frequently,Sales,47366,Female,39,2,1,Healthcare Representative,2
18,Yes,Travel_Frequently,Sales,47367,Male,101,2,4,Developer,4
54,Yes,Non-Travel,Human Resources,47368,Male,106,1,4,Sales Representative,4
60,Yes,Travel_Frequently,Software,47369,Female,33,3,5,Sales Representative,3
33,Yes,Travel_Frequently,Human Resources,47370,Male,168,4,4,Manager,2
40,Yes,Travel_Frequently,Support,47371,Female,145,2,3,Research Scientist,4
54,Yes,Non-Travel,Sales,47372,Female,166,3,1,Healthcare Representative,3
26,No,Non-Travel,Research & Development,47373,Male,71,3,2,Human Resources,2
24,Yes,Non-Travel,Sales,47374,Male,168,3,3,Research Scientist,3
22,Yes,Non-Travel,Hardware,47375,Female,31,4,5,Human Resources,2
49,Yes,Travel_Frequently,Software,47376,Male,199,3,3,Research Scientist,2
53,Yes,Travel_Frequently,Support,47377,Male,155,4,3,Manufacturing Director,3
24,Yes,Non-Travel,Hardware,47378,Male,195,3,4,Laboratory Technician,2
41,Yes,Travel_Rarely,Human Resources,47379,Female,125,2,4,Research Scientist,4
60,Yes,Travel_Rarely,Human Resources,47380,Male,116,2,1,Manager,2
46,No,Non-Travel,Sales,47381,Female,171,4,2,Laboratory Technician,4
18,No,Non-Travel,Human Resources,47382,Female,86,4,2,Sales Representative,2
32,No,Travel_Frequently,Support,47383,Female,32,2,1,Research Director,4
32,No,Travel_Frequently,Support,47384,Female,159,1,5,Research Scientist,2
49,Yes,Non-Travel,Hardware,47385,Male,58,2,4,Laboratory Technician,1
49,No,Travel_Rarely,Software,47386,Female,197,3,3,Manager,4
53,No,Travel_Rarely,Support,47387,Male,150,3,1,Healthcare Representative,4
32,Yes,Travel_Frequently,Research & Development,47388,Male,43,1,1,Sales Executive,4
21,Yes,Travel_Rarely,Support,47389,Male,96,4,5,Healthcare Representative,1
38,No,Travel_Frequently,Research & Development,47390,Female,51,4,3,Manager,1
41,No,Travel_Frequently,Human Resources,47391,Male,177,1,3,Manager,3
28,No,Travel_Rarely,Research & Development,47392,Male,193,1,4,Sales Representative,2
52,Yes,Travel_Frequently,Sales,47393,Male,34,1,4,Research Scientist,2
36,Yes,Travel_Frequently,Human Resources,47394,Male,109,4,1,Laboratory Technician,4
19,No,Non-Travel,Sales,47395,Female,60,2,3,Research Director,3
25,No,Travel_Rarely,Support,47396,Male,118,4,5,Healthcare Representative,1
31,No,Travel_Rarely,Software,47397,Female,149,1,4,Developer,3
27,No,Non-Travel,Hardware,47398,Female,166,2,3,Manufacturing Director,4
43,No,Non-Travel,Human Resources,47399,Male,136,2,3,Research Director,1
34,No,Travel_Frequently,Sales,47400,Male,73,3,5,Sales Executive,3
60,No,Travel_Frequently,Research & Development,47401,Female,119,1,4,Manager,2
29,Yes,Travel_Rarely,Human Resources,47402,Male,180,1,1,Research Director,3
44,Yes,Non-Travel,Hardware,47403,Female,105,4,4,Laboratory Technician,3
57,Yes,Travel_Rarely,Software,47404,Female,34,3,3,Developer,3
54,Yes,Non-Travel,Research & Development,47405,Male,165,1,2,Manufacturing Director,3
40,Yes,Travel_Rarely,Sales,47406,Male,120,2,4,Sales Representative,1
54,No,Travel_Rarely,Support,47407,Male,117,1,5,Laboratory Technician,1
37,Yes,Travel_Rarely,Research & Development,47408,Female,75,1,1,Laboratory Technician,2
46,Yes,Travel_Frequently,Sales,47409,Male,182,1,4,Research Director,3
38,Yes,Travel_Frequently,Research & Development,47410,Male,199,3,4,Manager,3
28,Yes,Non-Travel,Human Resources,47411,Female,172,3,1,Research Scientist,2
38,Yes,Non-Travel,Software,47412,Male,116,3,4,Manager,2
30,No,Travel_Frequently,Software,47413,Male,110,3,5,Healthcare Representative,4
37,No,Non-Travel,Support,47414,Female,125,4,2,Sales Executive,2
48,No,Travel_Rarely,Hardware,47415,Male,94,1,4,Healthcare Representative,4
40,No,Travel_Frequently,Hardware,47416,Female,41,3,5,Human Resources,2
22,No,Travel_Rarely,Sales,47417,Female,179,2,3,Sales Executive,3
18,Yes,Travel_Rarely,Sales,47418,Male,100,2,3,Research Director,1
34,Yes,Travel_Rarely,Software,47419,Female,46,3,1,Research Scientist,2
57,Yes,Non-Travel,Research & Development,47420,Male,41,2,4,Research Director,2
56,Yes,Non-Travel,Sales,47421,Female,167,4,5,Developer,4
46,No,Non-Travel,Software,47422,Female,155,3,1,Human Resources,4
20,Yes,Travel_Frequently,Hardware,47423,Female,68,4,3,Sales Executive,3
39,Yes,Non-Travel,Support,47424,Male,144,4,2,Human Resources,2
56,Yes,Travel_Rarely,Research & Development,47425,Female,71,2,4,Healthcare Representative,3
60,Yes,Travel_Frequently,Sales,47426,Female,42,4,4,Research Director,2
51,Yes,Travel_Rarely,Research & Development,47427,Male,174,3,3,Research Director,4
54,No,Travel_Rarely,Sales,47428,Female,120,2,5,Sales Executive,3
20,No,Non-Travel,Hardware,47429,Male,137,2,5,Human Resources,1
47,No,Travel_Frequently,Human Resources,47430,Female,193,2,1,Research Director,1
53,Yes,Travel_Rarely,Human Resources,47431,Female,145,1,2,Manufacturing Director,2
42,No,Travel_Frequently,Hardware,47432,Male,125,4,5,Research Director,3
44,No,Travel_Rarely,Software,47433,Male,76,2,1,Research Director,3
28,Yes,Travel_Rarely,Software,47434,Female,155,1,1,Healthcare Representative,3
56,No,Travel_Frequently,Hardware,47435,Male,48,1,3,Developer,4
58,No,Non-Travel,Research & Development,47436,Male,183,1,2,Research Director,1
53,No,Travel_Frequently,Hardware,47437,Male,35,4,5,Developer,3
41,Yes,Travel_Rarely,Human Resources,47438,Female,151,1,4,Laboratory Technician,4
37,No,Travel_Frequently,Research & Development,47439,Female,117,1,5,Sales Executive,1
51,Yes,Travel_Frequently,Support,47440,Male,57,4,3,Healthcare Representative,2
24,No,Non-Travel,Research & Development,47441,Male,73,1,2,Manager,4
55,Yes,Travel_Rarely,Software,47442,Female,112,3,3,Sales Executive,1
39,Yes,Non-Travel,Support,47443,Male,164,4,5,Human Resources,4
38,Yes,Travel_Frequently,Hardware,47444,Female,183,3,2,Research Director,4
35,Yes,Non-Travel,Software,47445,Male,182,2,4,Manufacturing Director,3
25,No,Travel_Rarely,Software,47446,Female,126,4,5,Healthcare Representative,4
34,Yes,Non-Travel,Human Resources,47447,Female,54,4,2,Laboratory Technician,1
39,Yes,Non-Travel,Support,47448,Female,90,2,1,Research Director,4
33,Yes,Travel_Rarely,Software,47449,Male,200,3,3,Manager,4
42,No,Non-Travel,Software,47450,Female,71,1,3,Sales Executive,3
22,No,Non-Travel,Human Resources,47451,Male,60,3,5,Human Resources,1
53,No,Non-Travel,Sales,47452,Female,106,4,2,Research Director,4
42,Yes,Non-Travel,Software,47453,Female,87,4,2,Research Scientist,3
18,No,Non-Travel,Software,47454,Female,144,3,1,Developer,4
43,No,Travel_Frequently,Hardware,47455,Female,53,2,1,Manager,1
